20100121084755R:A1503,0 15,  00001145, 0, 0
20100121084803S:A1500,0015,  00000156,1, 0,00
20100121084816S:A1500,0015,  00001021,1, 0,00
20100121084816R:A1501,0 15,  00000142,0, 0
20100121084816R:A1510,0 15,  00000142, 1, 0, 6, 0
20100121084825R:A1510,0 15,  00000142, 9, 0, 6, 0
20100121084833R:A1501,0 15,  00000038,0, 0
20100121084833R:A1510,0 15,  00000038, 1, 0, 7, 0
20100121084837S:A1503,0015,  00001145,01,00
20100121084842R:A1510,0 15,  00000038, 9, 0, 7, 0
20100121084844R:U1500,0 15,  00001145, 0
20100121084844S:U1500,0 15,  00001145,00
20100121084851R:A1504,0 15,  00001145, 0, 0
20100121084851R:A1503,0 15,  00001260, 0, 0
20100121084852S:A1500,0015,  00000138,1, 0,00
20100121084902R:A1501,0 15,  00001139,0, 0
20100121084902R:A1510,0 15,  00001139, 1, 0, 7, 0
20100121084911R:A1510,0 15,  00001139, 9, 0, 7, 0
20100121084924S:A1503,0015,  00001260,01,00
20100121084932R:A1501,0 15,  00001001,0, 0
20100121084932R:A1510,0 15,  00001001, 1, 0, 8, 0
20100121084941R:A1510,0 15,  00001001, 9, 0, 8, 0
20100121084943R:U1500,0 15,  00001260, 0
20100121084943S:U1500,0 15,  00001260,00
20100121084949R:A1504,0 15,  00001260, 0, 0
20100121084950R:A1503,0 15,  00000040, 0, 0
20100121085002R:A1501,0 15,  00000066,0, 0
20100121085002R:A1510,0 15,  00000066, 1, 0, 8, 0
20100121085011R:A1510,0 15,  00000066, 9, 0, 8, 0
20100121085022S:A1503,0015,  00000040,01,00
20100121085023R:A1501,0 15,  00001016,0, 0
20100121085023R:A1510,0 15,  00001016, 1, 0, 9, 0
20100121085032R:A1510,0 15,  00001016, 9, 0, 9, 0
20100121085034R:U1500,0 15,  00000040, 0
20100121085034S:U1500,0 15,  00000040,00
20100121085041R:A1504,0 15,  00000040, 0, 0
20100121085041R:A1503,0 15,  00000147, 0, 0
20100121085106S:A1503,0015,  00000147,01,00
20100121085112R:U1500,0 15,  00000147, 0
20100121085112S:U1500,0 15,  00000147,00
20100121085120R:A1504,0 15,  00000147, 0, 0
20100121085120R:A1503,0 15,  00000033, 0, 0
20100121085134S:A1500,0015,  00001298,1, 0,00
20100121085148S:A1500,0015,  00000087,1, 0,00
20100121085153S:A1503,0015,  00000033,01,00
20100121085158R:U1500,0 15,  00000033, 0
20100121085158S:U1500,0 15,  00000033,00
20100121085201R:A1504,0 15,  00000033, 0, 0
20100121085201R:A1503,0 15,  00000107, 0, 0
20100121085214S:A1500,0015,  00001257,1, 0,00
20100121085225S:A1500,0015,  00000093,1, 0,00
20100121085238S:A1503,0015,  00000107,01,00
20100121085244R:U1500,0 15,  00000107, 0
20100121085244S:U1500,0 15,  00000107,00
20100121085245S:A1500,0015,  00001270,1, 0,00
20100121085246R:A1504,0 15,  00000107, 0, 0
20100121085246R:A1503,0 15,  00000142, 0, 0
20100121085259S:A1500,0015,  00001256,1, 0,00
20100121085319R:A1501,0 15,  00000131,0, 0
20100121085319R:A1510,0 15,  00000131, 1, 0, 6, 0
20100121085328R:A1510,0 15,  00000131, 9, 0, 6, 0
20100121085349R:A1501,0 15,  00001005,0, 0
20100121085349R:A1510,0 15,  00001005, 1, 0, 7, 0
20100121085358R:A1510,0 15,  00001005, 9, 0, 7, 0
20100121085407S:A1503,0015,  00000142,01,00
20100121085411R:A1501,0 15,  00000194,0, 0
20100121085411R:A1510,0 15,  00000194, 1, 0, 8, 0
20100121085420R:A1510,0 15,  00000194, 9, 0, 8, 0
20100121085422R:U1500,0 15,  00000142, 0
20100121085422S:U1500,0 15,  00000142,00
20100121085428R:A1504,0 15,  00000142, 0, 0
20100121085428R:A1503,0 15,  00000038, 0, 0
20100121085456S:A1503,0015,  00000038,01,00
20100121085502R:U1500,0 15,  00000038, 0
20100121085502S:U1500,0 15,  00000038,00
20100121085508R:A1504,0 15,  00000038, 0, 0
20100121085508R:A1503,0 15,  00001139, 0, 0
20100121085530R:A1501,0 15,  00001171,0, 0
20100121085530R:A1510,0 15,  00001171, 1, 0, 7, 0
20100121085539R:A1510,0 15,  00001171, 9, 0, 7, 0
20100121085550S:A1503,0015,  00001139,01,00
20100121085556R:U1500,0 15,  00001139, 0
20100121085556S:U1500,0 15,  00001139,00
20100121085559R:A1504,0 15,  00001139, 0, 0
20100121085559R:A1503,0 15,  00001001, 0, 0
20100121085607S:A1500,0015,  00001286,1, 0,00
20100121085618S:A1500,0015,  00000075,1, 0,00
20100121085635S:A1500,0015,  00000168,1, 0,00
20100121085638S:A1503,0015,  00001001,01,00
20100121085644R:U1500,0 15,  00001001, 0
20100121085644S:U1500,0 15,  00001001,00
20100121085647R:A1504,0 15,  00001001, 0, 0
20100121085647R:A1503,0 15,  00000066, 0, 0
20100121085724S:A1503,0015,  00000066,01,00
20100121085730R:U1500,0 15,  00000066, 0
20100121085730S:U1500,0 15,  00000066,00
20100121085733R:A1504,0 15,  00000066, 0, 0
20100121085733R:A1503,0 15,  00001016, 0, 0
20100121085811S:A1503,0015,  00001016,01,00
20100121085817R:U1500,0 15,  00001016, 0
20100121085817S:U1500,0 15,  00001016,00
20100121085820R:A1504,0 15,  00001016, 0, 0
20100121085820R:A1503,0 15,  00000131, 0, 0
20100121085826S:A1500,0015,  00000081,1, 0,00
20100121085837S:A1500,0015,  00001115,1, 0,00
20100121085849S:A1500,0015,  00001194,1, 0,00
20100121085859S:A1503,0015,  00000131,01,00
20100121085904R:U1500,0 15,  00000131, 0
20100121085904S:U1500,0 15,  00000131,00
20100121085907R:A1504,0 15,  00000131, 0, 0
20100121085907R:A1503,0 15,  00001005, 0, 0
20100121085920R:A1501,0 15,  00001293,0, 0
20100121085920R:A1510,0 15,  00001293, 1, 0, 3, 0
20100121085929R:A1510,0 15,  00001293, 9, 0, 3, 0
20100121085945S:A1503,0015,  00001005,01,00
20100121085951R:U1500,0 15,  00001005, 0
20100121085951S:U1500,0 15,  00001005,00
20100121085953R:A1504,0 15,  00001005, 0, 0
20100121085954R:A1503,0 15,  00000194, 0, 0
20100121090032S:A1503,0015,  00000194,01,00
20100121090038R:U1500,0 15,  00000194, 0
20100121090038S:U1500,0 15,  00000194,00
20100121090041R:A1504,0 15,  00000194, 0, 0
20100121090041R:A1503,0 15,  00001171, 0, 0
20100121090106S:A1500,0015,  00001043,1, 0,00
20100121090118S:A1500,0015,  00000183,1, 0,00
20100121090146S:A1500,0015,  00000034,1, 0,00
20100121090227S:A1503,0015,  00001171,01,00
20100121090233R:U1500,0 15,  00001171, 0
20100121090233S:U1500,0 15,  00001171,00
20100121090236R:A1504,0 15,  00001171, 0, 0
20100121090236R:A1503,0 15,  00001293, 0, 0
20100121090321S:A1503,0015,  00001293,01,00
20100121090326R:U1500,0 15,  00001293, 0
20100121090326S:U1500,0 15,  00001293,00
20100121090329R:A1504,0 15,  00001293, 0, 0
20100121090358R:A1501,0 15,  00000156,0, 0
20100121090359R:A1510,0 15,  00000156, 1, 0, 0, 0
20100121090408R:A1510,0 15,  00000156, 9, 0, 0, 0
20100121090412R:A1503,0 15,  00000156, 0, 0
20100121090412S:A1503,0015,  00000156,01,00
20100121090419R:A1501,0 15,  00001021,0, 0
20100121090419R:A1510,0 15,  00001021, 1, 0, 1, 0
20100121090428R:A1510,0 15,  00001021, 9, 0, 1, 0
20100121090430R:U1500,0 15,  00000156, 0
20100121090430S:U1500,0 15,  00000156,00
20100121090440R:A1504,0 15,  00000156, 0, 0
20100121090440R:A1503,0 15,  00001021, 0, 0
20100121090442S:A1503,0015,  00001021,01,00
20100121090447S:A1500,0015,  00001182,1, 0,00
20100121090452R:A1501,0 15,  00000138,0, 0
20100121090452R:A1510,0 15,  00000138, 1, 0, 1, 0
20100121090457R:U1500,0 15,  00001021, 0
20100121090457S:U1500,0 15,  00001021,00
20100121090501R:A1510,0 15,  00000138, 9, 0, 0, 0
20100121090506S:A1500,0015,  00000011,1, 0,00
20100121090520R:A1504,0 15,  00001021, 0, 0
20100121090520R:A1503,0 15,  00000138, 0, 0
20100121090522S:A1500,0015,  00000103,1, 0,00
20100121090524S:A1503,0015,  00000138,01,00
20100121090530R:A1501,0 15,  00001298,0, 0
20100121090530R:A1510,0 15,  00001298, 1, 0, 1, 0
20100121090539R:A1510,0 15,  00001298, 9, 0, 1, 0
20100121090541R:U1500,0 15,  00000138, 0
20100121090541S:U1500,0 15,  00000138,00
20100121090546S:A1500,0015,  00001220,1, 0,00
20100121090600R:A1504,0 15,  00000138, 0, 0
20100121090600R:A1503,0 15,  00001298, 0, 0
20100121090611S:A1503,0015,  00001298,01,00
20100121090611R:A1501,0 15,  00001257,0, 0
20100121090611R:A1510,0 15,  00001257, 1, 0, 1, 0
20100121090620R:A1510,0 15,  00001257, 9, 0, 1, 0
20100121090622R:U1500,0 15,  00001298, 0
20100121090622S:U1500,0 15,  00001298,00
20100121090640R:A1504,0 15,  00001298, 0, 0
20100121090640R:A1503,0 15,  00001257, 0, 0
20100121090658S:A1503,0015,  00001257,01,00
20100121090703R:U1500,0 15,  00001257, 0
20100121090703S:U1500,0 15,  00001257,00
20100121090719R:A1504,0 15,  00001257, 0, 0
20100121090728S:A1500,0015,  00000090,1, 0,00
20100121090738S:A1500,0015,  00001300,1, 0,00
20100121090758S:A1500,0015,  00001033,1, 0,00
20100121091014R:A1501,0 15,  00000087,0, 0
20100121091014R:A1510,0 15,  00000087, 1, 0, 0, 0
20100121091023R:A1510,0 15,  00000087, 9, 0, 0, 0
20100121091028R:A1503,0 15,  00000087, 0, 0
20100121091028S:A1503,0015,  00000087,01,00
20100121091035R:A1501,0 15,  00000093,0, 0
20100121091035R:A1510,0 15,  00000093, 1, 0, 1, 0
20100121091044R:A1510,0 15,  00000093, 9, 0, 1, 0
20100121091046R:U1500,0 15,  00000087, 0
20100121091046S:U1500,0 15,  00000087,00
20100121091055R:A1504,0 15,  00000087, 0, 0
20100121091055R:A1503,0 15,  00000093, 0, 0
20100121091057S:A1503,0015,  00000093,01,00
20100121091107R:A1501,0 15,  00001270,0, 0
20100121091108R:A1510,0 15,  00001270, 1, 0, 1, 0
20100121091113R:U1500,0 15,  00000093, 0
20100121091113S:U1500,0 15,  00000093,00
20100121091117R:A1510,0 15,  00001270, 9, 0, 0, 0
20100121091122R:A1504,0 15,  00000093, 0, 0
20100121091124R:A1503,0 15,  00001270, 0, 0
20100121091124S:A1503,0015,  00001270,01,00
20100121091130R:U1500,0 15,  00001270, 0
20100121091130S:U1500,0 15,  00001270,00
20100121091202R:A1504,0 15,  00001270, 0, 0
20100121091211S:A1500,0015,  00001131,1, 0,00
20100121091214R:A1501,0 15,  00001194,0, 0
20100121091214R:A1510,0 15,  00001194, 1, 0, 0, 0
20100121091223R:A1510,0 15,  00001194, 9, 0, 0, 0
20100121091227R:A1503,0 15,  00001194, 0, 0
20100121091228S:A1503,0015,  00001194,01,00
20100121091233R:U1500,0 15,  00001194, 0
20100121091233S:U1500,0 15,  00001194,00
20100121091242R:A1504,0 15,  00001194, 0, 0
20100121091414S:A1500,0015,  00000053,1, 0,00
20100121091427S:A1500,0015,  00000167,1, 0,00
20100121091442S:A1500,0015,  00000086,1, 0,00
20100121091515R:A1501,0 15,  00000075,0, 0
20100121091515R:A1510,0 15,  00000075, 1, 0, 0, 0
20100121091524R:A1510,0 15,  00000075, 9, 0, 0, 0
20100121091528R:A1503,0 15,  00000075, 0, 0
20100121091529S:A1503,0015,  00000075,01,00
20100121091535R:A1501,0 15,  00000081,0, 0
20100121091536R:A1510,0 15,  00000081, 1, 0, 1, 0
20100121091545R:A1510,0 15,  00000081, 9, 0, 1, 0
20100121091547R:U1500,0 15,  00000075, 0
20100121091547S:U1500,0 15,  00000075,00
20100121091556R:A1504,0 15,  00000075, 0, 0
20100121091556R:A1503,0 15,  00000081, 0, 0
20100121091557S:A1503,0015,  00000081,01,00
20100121091608R:A1501,0 15,  00001115,0, 0
20100121091608R:A1510,0 15,  00001115, 1, 0, 1, 0
20100121091614R:U1500,0 15,  00000081, 0
20100121091614S:U1500,0 15,  00000081,00
20100121091617R:A1510,0 15,  00001115, 9, 0, 0, 0
20100121091636R:A1504,0 15,  00000081, 0, 0
20100121091636R:A1503,0 15,  00001115, 0, 0
20100121091637S:A1503,0015,  00001115,01,00
20100121091642R:U1500,0 15,  00001115, 0
20100121091642S:U1500,0 15,  00001115,00
20100121091715R:A1504,0 15,  00001115, 0, 0
20100121091724S:A1500,0015,  00000096,1, 0,00
20100121091725R:A1501,0 15,  00001256,0, 0
20100121091725R:A1510,0 15,  00001256, 1, 0, 0, 0
20100121091734R:A1510,0 15,  00001256, 9, 0, 0, 0
20100121091736S:A1500,0015,  00000121,1, 0,00
20100121091739R:A1503,0 15,  00001256, 0, 0
20100121091739S:A1503,0015,  00001256,01,00
20100121091741R:A1501,0 15,  00001286,0, 0
20100121091741R:A1510,0 15,  00001286, 1, 0, 1, 0
20100121091750R:A1510,0 15,  00001286, 9, 0, 1, 0
20100121091752R:U1500,0 15,  00001256, 0
20100121091752S:U1500,0 15,  00001256,00
20100121091802R:A1504,0 15,  00001256, 0, 0
20100121091802R:A1503,0 15,  00001286, 0, 0
20100121091803S:A1503,0015,  00001286,01,00
20100121091808R:U1500,0 15,  00001286, 0
20100121091808S:U1500,0 15,  00001286,00
20100121091841R:A1504,0 15,  00001286, 0, 0
20100121091853R:A1501,0 15,  00000168,0, 0
20100121091853R:A1510,0 15,  00000168, 1, 0, 0, 0
20100121091856S:A1500,0015,  00000151,1, 0,00
20100121091902R:A1510,0 15,  00000168, 9, 0, 0, 0
20100121091906R:A1503,0 15,  00000168, 0, 0
20100121091907S:A1503,0015,  00000168,01,00
20100121091912R:U1500,0 15,  00000168, 0
20100121091912S:U1500,0 15,  00000168,00
20100121091921R:A1504,0 15,  00000168, 0, 0
20100121091953S:A1500,0015,  00001193,1, 0,00
20100121092125R:A1501,0 15,  00001043,0, 0
20100121092125R:A1510,0 15,  00001043, 1, 0, 0, 0
20100121092134R:A1510,0 15,  00001043, 9, 0, 0, 0
20100121092139R:A1503,0 15,  00001043, 0, 0
20100121092139S:A1503,0015,  00001043,01,00
20100121092146R:A1501,0 15,  00000183,0, 0
20100121092146R:A1510,0 15,  00000183, 1, 0, 1, 0
20100121092155R:A1510,0 15,  00000183, 9, 0, 1, 0
20100121092157R:U1500,0 15,  00001043, 0
20100121092157S:U1500,0 15,  00001043,00
20100121092207R:A1504,0 15,  00001043, 0, 0
20100121092207R:A1503,0 15,  00000183, 0, 0
20100121092207S:A1503,0015,  00000183,01,00
20100121092213R:U1500,0 15,  00000183, 0
20100121092213S:U1500,0 15,  00000183,00
20100121092246R:A1504,0 15,  00000183, 0, 0
20100121092258R:A1501,0 15,  00000034,0, 0
20100121092258R:A1510,0 15,  00000034, 1, 0, 0, 0
20100121092302S:A1500,0015,  00000158,1, 0,00
20100121092307R:A1510,0 15,  00000034, 9, 0, 0, 0
20100121092312R:A1503,0 15,  00000034, 0, 0
20100121092312S:A1503,0015,  00000034,01,00
20100121092314R:A1501,0 15,  00001182,0, 0
20100121092314R:A1510,0 15,  00001182, 1, 0, 1, 0
20100121092323R:A1510,0 15,  00001182, 9, 0, 1, 0
20100121092325R:U1500,0 15,  00000034, 0
20100121092325S:U1500,0 15,  00000034,00
20100121092334R:A1504,0 15,  00000034, 0, 0
20100121092334R:A1503,0 15,  00001182, 0, 0
20100121092335S:A1503,0015,  00001182,01,00
20100121092340R:U1500,0 15,  00001182, 0
20100121092340S:U1500,0 15,  00001182,00
20100121092414R:A1504,0 15,  00001182, 0, 0
20100121092424R:A1501,0 15,  00000011,0, 0
20100121092424R:A1510,0 15,  00000011, 1, 0, 0, 0
20100121092433R:A1510,0 15,  00000011, 9, 0, 0, 0
20100121092438R:A1503,0 15,  00000011, 0, 0
20100121092438S:A1503,0015,  00000011,01,00
20100121092441R:A1501,0 15,  00001300,0, 0
20100121092441R:A1510,0 15,  00001300, 1, 0, 1, 0
20100121092450R:A1510,0 15,  00001300, 9, 0, 1, 0
20100121092452R:U1500,0 15,  00000011, 0
20100121092452S:U1500,0 15,  00000011,00
20100121092502R:A1504,0 15,  00000011, 0, 0
20100121092502R:A1503,0 15,  00001300, 0, 0
20100121092502S:A1503,0015,  00001300,01,00
20100121092508R:U1500,0 15,  00001300, 0
20100121092508S:U1500,0 15,  00001300,00
20100121092541R:A1504,0 15,  00001300, 0, 0
20100121092553R:A1501,0 15,  00000103,0, 0
20100121092553R:A1510,0 15,  00000103, 1, 0, 0, 0
20100121092602R:A1510,0 15,  00000103, 9, 0, 0, 0
20100121092607R:A1503,0 15,  00000103, 0, 0
20100121092607S:A1503,0015,  00000103,01,00
20100121092614R:A1501,0 15,  00001220,0, 0
20100121092614R:A1510,0 15,  00001220, 1, 0, 1, 0
20100121092623R:A1510,0 15,  00001220, 9, 0, 1, 0
20100121092625R:U1500,0 15,  00000103, 0
20100121092625S:U1500,0 15,  00000103,00
20100121092635R:A1504,0 15,  00000103, 0, 0
20100121092635R:A1503,0 15,  00001220, 0, 0
20100121092635S:A1503,0015,  00001220,01,00
20100121092641R:U1500,0 15,  00001220, 0
20100121092641S:U1500,0 15,  00001220,00
20100121092714R:A1504,0 15,  00001220, 0, 0
20100121092726R:A1501,0 15,  00000090,0, 0
20100121092726R:A1510,0 15,  00000090, 1, 0, 0, 0
20100121092735R:A1510,0 15,  00000090, 9, 0, 0, 0
20100121092740R:A1503,0 15,  00000090, 0, 0
20100121092740S:A1503,0015,  00000090,01,00
20100121092743R:A1501,0 15,  00001033,0, 0
20100121092744R:A1510,0 15,  00001033, 1, 0, 1, 0
20100121092753R:A1510,0 15,  00001033, 9, 0, 1, 0
20100121092755R:U1500,0 15,  00000090, 0
20100121092755S:U1500,0 15,  00000090,00
20100121092804S:A1500,0015,  00000091,1, 0,00
20100121092804R:A1504,0 15,  00000090, 0, 0
20100121092804R:A1503,0 15,  00001033, 0, 0
20100121092805S:A1503,0015,  00001033,01,00
20100121092810R:U1500,0 15,  00001033, 0
20100121092810S:U1500,0 15,  00001033,00
20100121092837R:A1504,0 15,  00001033, 0, 0
20100121092915S:A1500,0015,  00001148,1, 0,00
20100121093103R:A1501,0 15,  00000086,0, 0
20100121093103R:A1510,0 15,  00000086, 1, 0, 0, 0
20100121093112R:A1510,0 15,  00000086, 9, 0, 0, 0
20100121093117R:A1503,0 15,  00000086, 0, 0
20100121093117S:A1503,0015,  00000086,01,00
20100121093123R:U1500,0 15,  00000086, 0
20100121093123S:U1500,0 15,  00000086,00
20100121093125R:A1504,0 15,  00000086, 0, 0
20100121093205R:A1501,0 15,  00001131,0, 0
20100121093205R:A1510,0 15,  00001131, 1, 0, 0, 0
20100121093214R:A1510,0 15,  00001131, 9, 0, 0, 0
20100121093219R:A1503,0 15,  00001131, 0, 0
20100121093219S:A1503,0015,  00001131,01,00
20100121093226R:A1501,0 15,  00000053,0, 0
20100121093226R:A1510,0 15,  00000053, 1, 0, 1, 0
20100121093235R:A1510,0 15,  00000053, 9, 0, 1, 0
20100121093237R:U1500,0 15,  00001131, 0
20100121093237S:U1500,0 15,  00001131,00
20100121093247R:A1504,0 15,  00001131, 0, 0
20100121093247R:A1503,0 15,  00000053, 0, 0
20100121093247S:A1503,0015,  00000053,01,00
20100121093253R:U1500,0 15,  00000053, 0
20100121093253S:U1500,0 15,  00000053,00
20100121093326R:A1504,0 15,  00000053, 0, 0
20100121093338R:A1501,0 15,  00000167,0, 0
20100121093338R:A1510,0 15,  00000167, 1, 0, 0, 0
20100121093347R:A1510,0 15,  00000167, 9, 0, 0, 0
20100121093350S:A1500,0015,  00000135,1, 0,00
20100121093352R:A1503,0 15,  00000167, 0, 0
20100121093352S:A1503,0015,  00000167,01,00
20100121093355R:A1501,0 15,  00001193,0, 0
20100121093355R:A1510,0 15,  00001193, 1, 0, 1, 0
20100121093403S:A1500,0015,  00001003,1, 0,00
20100121093404R:A1510,0 15,  00001193, 9, 0, 1, 0
20100121093406R:U1500,0 15,  00000167, 0
20100121093406S:U1500,0 15,  00000167,00
20100121093416R:A1504,0 15,  00000167, 0, 0
20100121093416R:A1503,0 15,  00001193, 0, 0
20100121093416S:A1503,0015,  00001193,01,00
20100121093419S:A1500,0015,  00000071,1, 0,00
20100121093422R:U1500,0 15,  00001193, 0
20100121093422S:U1500,0 15,  00001193,00
20100121093455R:A1504,0 15,  00001193, 0, 0
20100121093545R:A1501,0 15,  00000096,0, 0
20100121093545R:A1510,0 15,  00000096, 1, 0, 0, 0
20100121093554R:A1510,0 15,  00000096, 9, 0, 0, 0
20100121093559R:A1503,0 15,  00000096, 0, 0
20100121093559S:A1503,0015,  00000096,01,00
20100121093606R:A1501,0 15,  00000121,0, 0
20100121093606R:A1510,0 15,  00000121, 1, 0, 1, 0
20100121093615R:A1510,0 15,  00000121, 9, 0, 1, 0
20100121093617R:U1500,0 15,  00000096, 0
20100121093617S:U1500,0 15,  00000096,00
20100121093627R:A1504,0 15,  00000096, 0, 0
20100121093627R:A1503,0 15,  00000121, 0, 0
20100121093628S:A1503,0015,  00000121,01,00
20100121093633R:U1500,0 15,  00000121, 0
20100121093633S:U1500,0 15,  00000121,00
20100121093706R:A1504,0 15,  00000121, 0, 0
20100121093718R:A1501,0 15,  00000151,0, 0
20100121093718R:A1510,0 15,  00000151, 1, 0, 0, 0
20100121093727R:A1510,0 15,  00000151, 9, 0, 0, 0
20100121093732R:A1503,0 15,  00000151, 0, 0
20100121093732S:A1503,0015,  00000151,01,00
20100121093738R:U1500,0 15,  00000151, 0
20100121093738S:U1500,0 15,  00000151,00
20100121093741R:A1504,0 15,  00000151, 0, 0
20100121093955S:A1500,0015,  00001026,1, 0,00
20100121094008S:A1500,0015,  00000107,1, 0,00
20100121094145R:A1501,0 15,  00000158,0, 0
20100121094145R:A1510,0 15,  00000158, 1, 0, 0, 0
20100121094154R:A1510,0 15,  00000158, 9, 0, 0, 0
20100121094159R:A1503,0 15,  00000158, 0, 0
20100121094159S:A1503,0015,  00000158,01,00
20100121094207R:A1501,0 15,  00000091,0, 0
20100121094207R:A1510,0 15,  00000091, 1, 0, 1, 0
20100121094212S:A1500,0015,  00001195,1, 0,00
20100121094216R:A1510,0 15,  00000091, 9, 0, 1, 0
20100121094218R:U1500,0 15,  00000158, 0
20100121094218S:U1500,0 15,  00000158,00
20100121094227R:A1504,0 15,  00000158, 0, 0
20100121094227R:A1503,0 15,  00000091, 0, 0
20100121094228S:A1503,0015,  00000091,01,00
20100121094234R:U1500,0 15,  00000091, 0
20100121094234S:U1500,0 15,  00000091,00
20100121094251S:A1500,0015,  00000131,1, 0,00
20100121094307R:A1504,0 15,  00000091, 0, 0
20100121094502R:A1501,0 15,  00001148,0, 0
20100121094502R:A1510,0 15,  00001148, 1, 0, 0, 0
20100121094511R:A1510,0 15,  00001148, 9, 0, 0, 0
20100121094516R:A1503,0 15,  00001148, 0, 0
20100121094516S:A1503,0015,  00001148,01,00
20100121094522R:U1500,0 15,  00001148, 0
20100121094522S:U1500,0 15,  00001148,00
20100121094524R:A1504,0 15,  00001148, 0, 0
20100121094535R:A1501,0 15,  00000135,0, 0
20100121094535R:A1510,0 15,  00000135, 1, 0, 0, 0
20100121094544R:A1510,0 15,  00000135, 9, 0, 0, 0
20100121094549R:A1503,0 15,  00000135, 0, 0
20100121094549S:A1503,0015,  00000135,01,00
20100121094552R:A1501,0 15,  00000071,0, 0
20100121094552R:A1510,0 15,  00000071, 1, 0, 1, 0
20100121094601R:A1510,0 15,  00000071, 9, 0, 1, 0
20100121094603R:U1500,0 15,  00000135, 0
20100121094603S:U1500,0 15,  00000135,00
20100121094613R:A1504,0 15,  00000135, 0, 0
20100121094613R:A1503,0 15,  00000071, 0, 0
20100121094613S:A1503,0015,  00000071,01,00
20100121094619R:U1500,0 15,  00000071, 0
20100121094619S:U1500,0 15,  00000071,00
20100121094652R:A1504,0 15,  00000071, 0, 0
20100121094955S:A1500,0015,  00000134,1, 0,00
20100121095059R:A1501,0 15,  00001003,0, 0
20100121095059R:A1510,0 15,  00001003, 1, 0, 0, 0
20100121095108R:A1510,0 15,  00001003, 9, 0, 0, 0
20100121095113R:A1503,0 15,  00001003, 0, 0
20100121095113S:A1503,0015,  00001003,01,00
20100121095117R:A1501,0 15,  00001026,0, 0
20100121095118R:A1510,0 15,  00001026, 1, 0, 1, 0
20100121095127R:A1510,0 15,  00001026, 9, 0, 1, 0
20100121095129R:U1500,0 15,  00001003, 0
20100121095129S:U1500,0 15,  00001003,00
20100121095138R:A1504,0 15,  00001003, 0, 0
20100121095138R:A1503,0 15,  00001026, 0, 0
20100121095139S:A1503,0015,  00001026,01,00
20100121095144R:U1500,0 15,  00001026, 0
20100121095144S:U1500,0 15,  00001026,00
20100121095218R:A1504,0 15,  00001026, 0, 0
20100121095426R:A1501,0 15,  00000107,0, 0
20100121095426R:A1510,0 15,  00000107, 1, 0, 0, 0
20100121095435R:A1510,0 15,  00000107, 9, 0, 0, 0
20100121095439R:A1503,0 15,  00000107, 0, 0
20100121095440S:A1503,0015,  00000107,01,00
20100121095448R:A1501,0 15,  00001195,0, 0
20100121095448R:A1510,0 15,  00001195, 1, 0, 1, 0
20100121095457R:A1510,0 15,  00001195, 9, 0, 1, 0
20100121095459R:U1500,0 15,  00000107, 0
20100121095459S:U1500,0 15,  00000107,00
20100121095508R:A1504,0 15,  00000107, 0, 0
20100121095508R:A1503,0 15,  00001195, 0, 0
20100121095509S:A1503,0015,  00001195,01,00
20100121095514R:U1500,0 15,  00001195, 0
20100121095514S:U1500,0 15,  00001195,00
20100121095529R:A1504,0 15,  00001195, 0, 0
20100121095534S:A1500,0015,  00000053,1, 0,00
20100121095547S:A1500,0015,  00000066,1, 0,00
20100121095604S:A1500,0015,  00001016,1, 0,00
20100121100014S:A1500,0015,  00000090,1, 0,00
20100121100019R:A1501,0 15,  00000131,0, 0
20100121100019R:A1510,0 15,  00000131, 1, 0, 0, 0
20100121100028R:A1510,0 15,  00000131, 9, 0, 0, 0
20100121100033R:A1503,0 15,  00000131, 0, 0
20100121100033S:A1503,0015,  00000131,01,00
20100121100039R:U1500,0 15,  00000131, 0
20100121100039S:U1500,0 15,  00000131,00
20100121100041R:A1504,0 15,  00000131, 0, 0
20100121100233S:A1500,0015,  00000091,1, 0,00
20100121100340R:A1501,0 15,  00000134,0, 0
20100121100341R:A1510,0 15,  00000134, 1, 0, 0, 0
20100121100349R:A1510,0 15,  00000134, 9, 0, 0, 0
20100121100354R:A1503,0 15,  00000134, 0, 0
20100121100354S:A1503,0015,  00000134,01,00
20100121100400R:U1500,0 15,  00000134, 0
20100121100400S:U1500,0 15,  00000134,00
20100121100403R:A1504,0 15,  00000134, 0, 0
20100121100734R:A1501,0 15,  00000053,0, 0
20100121100735R:A1510,0 15,  00000053, 1, 0, 0, 0
20100121100743R:A1510,0 15,  00000053, 9, 0, 0, 0
20100121100748R:A1503,0 15,  00000053, 0, 0
20100121100748S:A1503,0015,  00000053,01,00
20100121100751R:A1501,0 15,  00001016,0, 0
20100121100751R:A1510,0 15,  00001016, 1, 0, 1, 0
20100121100800R:A1510,0 15,  00001016, 9, 0, 1, 0
20100121100802R:U1500,0 15,  00000053, 0
20100121100802S:U1500,0 15,  00000053,00
20100121100812R:A1504,0 15,  00000053, 0, 0
20100121100812R:A1503,0 15,  00001016, 0, 0
20100121100812S:A1503,0015,  00001016,01,00
20100121100818R:U1500,0 15,  00001016, 0
20100121100818S:U1500,0 15,  00001016,00
20100121100835S:A1500,0015,  00000158,1, 0,00
20100121100851R:A1504,0 15,  00001016, 0, 0
20100121100932R:A1501,0 15,  00000066,0, 0
20100121100932R:A1510,0 15,  00000066, 1, 0, 0, 0
